gender,area,qualification,income,marital_status,vintage,claim_amount,num_policies,policy,type_of_policy,cltv
Female,Urban,Bachelor,5.99,0,6,3499.0,More than 1,A,Platinum,105408
Male,Urban,High School,3.32,0,2,4565.0,More than 1,C,Gold,202896
Female,Urban,Bachelor,7.45,0,7,2470.0,More than 1,B,Silver,66300
Male,Urban,High School,3.95,0,4,3763.0,More than 1,A,Gold,63048
Male,Rural,High School,7.32,0,4,24533.0,More than 1,A,Platinum,64080
Male,Urban,High School,6.18,0,6,6572.0,More than 1,A,Gold,43440
Female,Rural,High School,99.44,0,4,5862.0,More than 1,A,Silver,164568
Male,Rural,High School,75.55,1,0,0.0,1,B,Silver,47172
Male,Urban,High School,2.18,1,7,7015.0,More than 1,A,Gold,108996
Female,Urban,High School,8.1,0,4,5664.0,1,C,Gold,228012
Male,Urban,Bachelor,9.95,1,6,2474.0,More than 1,,Gold,345816
Male,Urban,High School,57.95,0,1,3713.0,1,B,Gold,31536
Male,Urban,Others,9.11,1,4,6372.0,More than 1,,Silver,66372
Female,Urban,Bachelor,6.57,1,6,4243.0,More than 1,A,Platinum,64944
Male,Urban,High School,9.58,0,4,6173.0,1,A,Platinum,28008
Male,Urban,High School,6.06,1,4,8992.0,More than 1,A,Silver,66564
Female,Rural,High School,,1,6,0.0,1,A,Platinum,61680
Male,Urban,Bachelor,3.48,0,7,,More than 1,B,Silver,62652
Male,Rural,Bachelor,,1,2,0.0,1,A,Platinum,49572
Male,Rural,Bachelor,3.04,1,7,4233.0,1,A,Gold,94632
Male,Urban,Bachelor,5.12,0,6,3444.0,1,B,Silver,32760
Female,Urban,Bachelor,6.02,0,7,,1,A,Silver,34056
Male,Urban,High School,9.65,1,2,3545.0,More than 1,A,Platinum,98484
Female,Urban,Others,6.11,0,4,4979.0,More than 1,A,Gold,61404
Male,Urban,High School,4.39,1,2,4135.0,More than 1,A,Gold,65532
Male,Urban,Bachelor,2.17,0,7,7649.0,More than 1,A,Platinum,166884
Female,Rural,Bachelor,9.84,0,0,2370.0,More than 1,B,Silver,70260
Male,Rural,Bachelor,9.8,0,7,8008.0,More than 1,,Platinum,50976
Male,Urban,High School,66.91,0,8,6139.0,More than 1,A,Platinum,126288
Female,Urban,Bachelor,8.14,0,1,8311.0,More than 1,A,Silver,121872
Male,Urban,Bachelor,5.64,1,5,10833.0,More than 1,A,Gold,97380
Female,Rural,Bachelor,80.69,1,6,0.0,1,B,Platinum,32784
Male,Urban,Bachelor,9.79,0,7,,1,A,Platinum,68376
Male,Urban,Others,13.85,1,3,2025.0,1,,Silver,59028
Male,Rural,Bachelor,,0,2,0.0,More than 1,A,Platinum,40644
Male,Urban,Bachelor,6.29,1,7,5216.0,1,B,Silver,32172
Male,Urban,Bachelor,5.24,0,2,5524.0,More than 1,B,Platinum,106212
Male,Rural,Others,7.81,1,1,14739.0,More than 1,C,Gold,69324
Male,Urban,Bachelor,9.6,1,8,3564.0,More than 1,C,Silver,120756
Male,,High School,3.45,1,6,9643.0,1,A,Platinum,62208
Male,Urban,Bachelor,3.28,0,7,5952.0,More than 1,B,Platinum,101892
Male,Rural,High School,4.97,0,2,2779.0,1,A,Gold,60576
Male,Urban,High School,8.6,0,8,10439.0,1,B,Platinum,46812
Male,Rural,High School,21.16,1,1,3085.0,1,B,Gold,48660
Male,Urban,Bachelor,0.02,1,6,3508.0,More than 1,C,Platinum,66660
Male,Urban,Bachelor,7.09,0,6,2758.0,1,C,Silver,265344
Male,Rural,Bachelor,4.9,0,0,3467.0,1,B,Gold,33012
Male,Rural,Bachelor,6.14,1,0,,1,A,Platinum,60828
Male,Rural,High School,8.99,1,2,2205.0,1,B,Platinum,33312
Female,Rural,Bachelor,29.27,0,5,0.0,More than 1,B,Platinum,32796
Female,Urban,High School,69.99,1,0,0.0,1,A,Silver,35640
Male,Rural,Bachelor,7.97,0,4,0.0,More than 1,B,Silver,61512
Female,Urban,Bachelor,,1,5,3798.0,More than 1,A,Gold,177912
Male,Rural,High School,9.92,1,6,,1,A,Platinum,70848
Male,Urban,Bachelor,6.76,0,7,11760.0,More than 1,A,Platinum,95544
Male,Urban,High School,7.12,1,4,3810.0,1,A,Platinum,35628
Female,Urban,Bachelor,4.96,0,6,4046.0,1,B,Gold,35220
Male,Urban,High School,3.89,1,1,4363.0,1,A,Platinum,64536
Female,Urban,Bachelor,6.98,1,5,6578.0,More than 1,A,Platinum,395724
Male,Urban,High School,7.85,1,4,6799.0,More than 1,A,Platinum,593052
Female,Urban,High School,9.91,1,5,0.0,More than 1,B,Platinum,64224
Male,Urban,High School,,1,7,0.0,1,,Platinum,54792
Male,Urban,High School,2.65,0,4,6581.0,More than 1,A,Platinum,106296
Female,Rural,Bachelor,9.27,0,5,6014.0,1,A,Gold,63876
Male,Rural,High School,8.81,1,7,0.0,1,,Platinum,46968
Male,Urban,High School,5.15,1,7,3676.0,More than 1,B,Platinum,62568
Male,Urban,High School,4.65,0,7,2780.0,1,B,Silver,68040
Female,,High School,9.7,0,5,3964.0,More than 1,A,Platinum,43788
Female,Urban,Bachelor,4.91,0,4,3986.0,1,,Platinum,42660
Male,Urban,Bachelor,5.03,1,2,3074.0,More than 1,B,Silver,67884
Female,Urban,High School,6.78,1,6,5906.0,More than 1,A,Platinum,87792
Female,Rural,High School,,0,8,,1,B,Platinum,35064
Female,Urban,High School,4.58,0,5,10373.0,1,A,Platinum,217044
Male,,High School,5.28,0,4,9286.0,More than 1,A,Gold,69360
Male,Urban,Bachelor,9.33,0,6,4024.0,More than 1,A,Gold,63000
Male,Urban,High School,,0,6,4128.0,1,A,Platinum,28704
Male,Rural,High School,5.59,1,1,0.0,1,A,Platinum,50616
Female,Rural,High School,6.5,0,6,3980.0,More than 1,A,Gold,66672
Female,Urban,High School,3.72,1,1,0.0,More than 1,A,Gold,66948
Female,Urban,Bachelor,8.8,0,8,3699.0,1,A,Platinum,65268
Female,Rural,Bachelor,,0,5,0.0,More than 1,A,Platinum,69480
Female,Urban,Bachelor,6.92,0,8,6151.0,More than 1,A,Platinum,256932
Male,Urban,Bachelor,54.36,0,7,3908.0,More than 1,,Silver,112428
Female,Rural,High School,9.08,0,1,6963.0,More than 1,A,Silver,64032
Female,Urban,High School,3.37,0,5,5552.0,1,A,Platinum,50436
Female,Urban,Bachelor,4.33,1,7,6069.0,1,A,Platinum,31104
Female,Rural,High School,7.02,1,5,4967.0,1,A,Gold,34812
Male,Urban,Bachelor,,0,5,7720.0,More than 1,A,Platinum,301440
Female,Urban,High School,4.77,1,8,5931.0,1,A,Silver,32376
Female,Rural,Bachelor,6.88,1,5,0.0,More than 1,A,Platinum,49716
Male,Rural,Bachelor,9.22,1,6,,More than 1,B,Gold,63564
Female,Urban,Bachelor,9.69,0,7,9426.0,More than 1,A,Silver,415500
Male,Urban,High School,6.64,1,8,9683.0,More than 1,A,Platinum,65088
Female,Urban,High School,,1,7,3790.0,More than 1,A,Silver,63672
Female,Urban,High School,77.98,1,4,6595.0,1,A,Platinum,30468
Female,,High School,9.95,0,1,3341.0,More than 1,A,Gold,62916
Male,Rural,Bachelor,9.07,1,6,0.0,More than 1,B,Silver,69660
Male,Urban,High School,6.0,1,6,11207.0,1,A,Platinum,63276
Male,Urban,Bachelor,,1,7,5806.0,1,B,Platinum,35472
Male,Urban,Bachelor,2.05,0,3,10490.0,More than 1,A,Platinum,132660
Female,Urban,High School,9.43,1,6,4228.0,More than 1,B,Platinum,49176
Female,Urban,Bachelor,6.23,0,6,4106.0,More than 1,B,Silver,98232
Male,Rural,Others,3.6,0,4,0.0,1,A,Platinum,30684
Female,Urban,High School,2.62,1,2,6370.0,More than 1,B,Platinum,63000
Male,Urban,High School,4.04,0,7,7281.0,More than 1,B,Gold,162204
Female,Urban,High School,5.59,0,7,7789.0,More than 1,,Platinum,60276
Female,Urban,High School,4.73,1,8,5951.0,1,A,Platinum,199452
Male,Urban,High School,8.82,0,6,5460.0,More than 1,C,Gold,61896
Female,Urban,High School,34.8,0,7,6065.0,More than 1,C,Platinum,333504
Male,,High School,5.49,1,3,3472.0,More than 1,A,Platinum,95904
Female,Rural,High School,75.69,1,1,0.0,More than 1,C,Platinum,74628
Male,Urban,High School,6.92,1,1,3952.0,More than 1,A,Gold,46440
Male,Rural,Bachelor,7.53,0,7,0.0,More than 1,A,Gold,61620
Female,Rural,Bachelor,41.13,0,3,2391.0,More than 1,A,Platinum,60180
Female,Urban,High School,7.21,1,6,6663.0,More than 1,A,Gold,60216
Male,Rural,High School,8.06,1,7,3441.0,More than 1,A,Gold,105108
Female,,High School,2.18,1,7,3496.0,1,B,Silver,37488
Male,Rural,High School,17.96,1,0,0.0,More than 1,A,Gold,62820
Female,Rural,High School,8.79,0,4,0.0,More than 1,A,Platinum,114768
Female,Urban,High School,5.08,0,1,6643.0,More than 1,A,Silver,70008
Male,Urban,Others,15.48,0,6,3573.0,1,B,Platinum,33900
Male,,High School,4.85,1,8,0.0,More than 1,B,Platinum,67140
Female,Urban,Bachelor,8.69,1,5,2802.0,More than 1,A,Gold,68100
Male,Urban,High School,2.85,0,4,,More than 1,A,Silver,242796
Male,Urban,High School,5.68,1,5,3470.0,1,A,Platinum,43476
Female,Rural,Bachelor,4.21,1,5,3155.0,More than 1,,Platinum,57000
Male,Urban,High School,63.21,1,2,12512.0,1,A,Platinum,453336
Male,Rural,Bachelor,8.72,0,5,0.0,1,A,Gold,92940
Female,Rural,Bachelor,16.06,1,7,0.0,More than 1,C,Platinum,67956
Male,Rural,High School,,1,5,0.0,More than 1,A,Platinum,59856
Male,Urban,Bachelor,8.78,1,8,4219.0,1,B,Silver,47004
Male,Urban,Bachelor,4.09,0,6,6857.0,1,A,Platinum,66096
Female,Urban,High School,22.45,1,5,10132.0,More than 1,A,Silver,161352
Male,Rural,Bachelor,6.12,0,8,3091.0,More than 1,B,Platinum,95604
Female,Rural,Others,6.49,0,2,0.0,More than 1,A,Gold,93456
Female,Urban,High School,,0,2,8969.0,More than 1,C,Platinum,112200
Female,,Bachelor,26.91,0,5,4210.0,1,C,Silver,61284
Female,Urban,High School,3.28,1,6,4183.0,More than 1,A,Gold,251424
Male,Urban,High School,7.11,0,3,11165.0,More than 1,A,Platinum,120564
Male,Rural,Others,,1,1,2415.0,1,B,Silver,66504
Female,Rural,Bachelor,2.7,0,1,5599.0,More than 1,A,Gold,137520
Female,Urban,High School,2.46,0,7,5215.0,More than 1,A,Gold,97848
Male,Rural,High School,39.41,0,6,3577.0,More than 1,A,Platinum,60288
Male,Urban,High School,0.21,1,3,,More than 1,A,Gold,102480
Male,Urban,Bachelor,6.67,1,1,4311.0,1,,Platinum,34200
Female,Urban,High School,2.69,0,1,3491.0,More than 1,A,Platinum,87132
Male,Urban,High School,9.42,1,5,8104.0,More than 1,A,Platinum,123480
Male,Urban,High School,37.79,0,6,2071.0,More than 1,,Gold,66324
Female,Urban,Bachelor,2.47,1,4,2676.0,1,A,Gold,64188
Male,Urban,High School,6.97,0,7,6359.0,More than 1,A,Silver,258240
Male,Rural,High School,9.84,1,7,0.0,1,A,Gold,36360
Female,Urban,Bachelor,8.69,0,6,5650.0,More than 1,A,Gold,357372
Female,Urban,High School,26.99,1,5,8723.0,More than 1,A,Platinum,67740
Male,Urban,Bachelor,7.35,0,6,0.0,More than 1,B,Platinum,70380
Female,Rural,High School,7.8,0,7,0.0,1,B,Platinum,62844
Female,Urban,High School,1.04,1,3,0.0,More than 1,C,Gold,64572
Male,Urban,High School,6.96,0,1,3707.0,More than 1,A,Gold,99936
Female,,Bachelor,7.59,0,5,4197.0,More than 1,A,Gold,71256
Female,Urban,Bachelor,4.03,1,0,3970.0,1,B,Platinum,59820
Male,Urban,Others,0.3,0,4,5512.0,More than 1,A,Silver,62904
Female,Urban,Bachelor,2.39,0,5,0.0,More than 1,C,Silver,104316
Female,Rural,Bachelor,5.85,0,6,2606.0,More than 1,A,Platinum,91956
Male,Rural,Bachelor,8.36,1,6,3236.0,More than 1,B,Platinum,106572
Male,Urban,High School,3.68,1,4,7059.0,More than 1,A,Gold,106596
Male,Rural,Bachelor,2.07,1,7,2719.0,1,B,Platinum,66876
Female,Urban,Bachelor,9.21,0,4,9686.0,More than 1,A,Platinum,50712
Female,Urban,Bachelor,3.62,1,0,3935.0,More than 1,C,Silver,77112
Male,Urban,High School,9.33,0,4,6578.0,More than 1,A,Silver,285060
Male,Rural,High School,6.98,1,8,4717.0,More than 1,A,Silver,285276
Male,Rural,Bachelor,27.99,1,7,0.0,More than 1,B,Silver,69276
Male,Rural,Others,8.61,1,0,0.0,1,A,Silver,35412
Female,Rural,Bachelor,2.78,0,4,,More than 1,B,Gold,72168
Male,Rural,High School,5.91,1,0,10728.0,More than 1,A,Platinum,323208
Female,Urban,Bachelor,,0,4,9278.0,More than 1,A,Platinum,103908
Female,Rural,High School,3.1,0,7,3655.0,More than 1,A,Platinum,61932
Female,Urban,Others,6.73,0,6,5197.0,1,C,Gold,36552
Male,Urban,High School,3.88,0,6,9630.0,More than 1,A,Gold,187596
Female,Rural,Bachelor,,1,6,0.0,More than 1,A,Silver,107016
Female,Urban,Bachelor,6.82,1,4,3907.0,1,A,Silver,69804
Female,Urban,High School,1.01,0,8,9226.0,More than 1,B,Platinum,62916
Female,Urban,Bachelor,8.72,1,6,4005.0,1,,Platinum,33924
Male,Rural,Bachelor,,1,8,3563.0,More than 1,B,Silver,509544
Female,Urban,High School,2.71,0,5,9536.0,More than 1,A,Platinum,61524
Male,Urban,Bachelor,9.05,0,1,6324.0,More than 1,A,Platinum,58860
Male,Urban,High School,7.66,1,7,2323.0,More than 1,A,Gold,61104
Male,Urban,Bachelor,3.84,0,7,6742.0,1,A,Platinum,28632
Female,Urban,High School,7.17,1,6,5291.0,1,A,Gold,36144
Male,Urban,Bachelor,6.2,1,1,4027.0,1,A,Platinum,28776
Male,Urban,High School,4.64,0,2,3734.0,More than 1,A,Silver,54756
Female,Urban,High School,3.55,0,1,,1,A,Silver,38112
Female,Urban,Bachelor,21.38,1,6,0.0,More than 1,A,Gold,65064
Female,Urban,Bachelor,8.45,0,7,5188.0,More than 1,A,Platinum,268464
Female,Urban,Bachelor,7.07,0,7,2592.0,More than 1,B,Silver,59256
Female,Rural,Bachelor,81.34,1,5,3308.0,More than 1,B,Platinum,69708
Male,Rural,Bachelor,11.5,0,1,2593.0,More than 1,C,Silver,74424
Female,Urban,Bachelor,6.88,0,3,2399.0,1,A,Silver,34476
Female,Urban,Bachelor,7.2,0,6,5371.0,More than 1,A,Platinum,32940
Female,,Bachelor,2.97,0,6,,More than 1,A,Platinum,71352
Male,Urban,High School,6.49,1,6,9751.0,More than 1,A,Platinum,99108
Female,Urban,Bachelor,6.58,0,6,0.0,More than 1,B,Platinum,121512
Female,Urban,Bachelor,7.25,0,0,4809.0,More than 1,A,Platinum,104652
Female,Rural,Bachelor,87.91,0,4,0.0,1,A,Gold,33300
Female,Urban,Bachelor,9.62,0,2,3999.0,More than 1,A,Platinum,68088
Male,Urban,Others,5.07,0,3,6466.0,More than 1,A,Gold,70092
Male,Rural,High School,90.16,1,4,0.0,1,A,Platinum,59940
Female,Urban,Bachelor,15.16,1,8,0.0,More than 1,A,Gold,68208
Male,,Bachelor,9.16,0,6,6533.0,More than 1,C,Silver,97656
Male,,Bachelor,51.48,0,8,,More than 1,A,Platinum,97764
Male,Urban,Bachelor,39.56,1,5,3517.0,More than 1,A,Platinum,376116
Female,Urban,High School,2.39,0,2,5002.0,More than 1,A,Platinum,71124
Female,Urban,Bachelor,1.94,0,5,11945.0,1,A,Silver,52764
Male,Rural,Bachelor,,1,6,0.0,More than 1,A,Platinum,98724
Female,Urban,High School,6.75,0,4,3389.0,More than 1,A,Platinum,207552
Male,Urban,High School,,0,2,4294.0,1,A,Platinum,33504
Female,Urban,Bachelor,44.71,0,3,0.0,1,A,Platinum,34956
Female,,Bachelor,9.15,0,5,7709.0,More than 1,A,Gold,62916
Male,Urban,Bachelor,57.35,1,4,3538.0,1,B,Platinum,31464
Female,Rural,Bachelor,9.07,1,6,0.0,1,A,Platinum,31644
Female,Urban,High School,4.65,1,2,7508.0,More than 1,C,Silver,120936
Female,,High School,56.17,1,0,5867.0,1,A,Platinum,61524
Male,,Others,5.47,1,7,3428.0,1,A,Silver,63960
Male,Urban,High School,7.75,1,7,4257.0,More than 1,C,Silver,286512
Male,Rural,Bachelor,8.72,1,5,0.0,1,A,Platinum,36324
Male,Rural,Others,50.75,1,7,3340.0,1,B,Silver,38688
Male,Urban,High School,8.99,1,6,5999.0,More than 1,A,Platinum,61680
Female,,High School,9.11,1,3,3717.0,1,A,Silver,30828
Male,Urban,Bachelor,4.03,1,8,6270.0,More than 1,B,Silver,68040
Female,Rural,Bachelor,,1,7,,1,A,Platinum,33228
Female,Rural,High School,9.6,0,6,0.0,1,A,Gold,68268
Female,Urban,High School,7.69,0,3,4209.0,More than 1,B,Platinum,73380
Male,Rural,High School,9.3,0,6,0.0,More than 1,B,Platinum,71052
Male,Urban,High School,4.56,1,5,4446.0,More than 1,A,Gold,63312
Male,Urban,High School,2.24,0,1,6347.0,More than 1,A,Gold,79368
Female,Urban,Bachelor,4.3,1,5,4329.0,More than 1,B,Platinum,67128
Male,Urban,Bachelor,5.86,0,2,17890.0,More than 1,B,Gold,61668
Female,Urban,High School,94.67,0,6,2841.0,1,A,Gold,33348
Male,Rural,High School,48.2,1,3,0.0,More than 1,A,Platinum,35928
Female,,Bachelor,5.53,1,5,6898.0,1,A,Gold,35040
Male,Urban,High School,5.41,0,8,4034.0,More than 1,A,Platinum,68328
Male,Urban,High School,9.52,0,6,4235.0,1,A,Platinum,47592
Female,,High School,5.19,0,6,5833.0,More than 1,,Platinum,62472
Female,Urban,High School,2.67,0,3,5081.0,More than 1,A,Platinum,69720
Male,Rural,High School,77.03,1,4,4920.0,More than 1,B,Platinum,181644
Female,Rural,Bachelor,7.25,1,2,0.0,1,B,Silver,100524
Female,Urban,High School,5.58,0,3,,More than 1,A,Silver,67932
Female,Urban,Bachelor,,0,7,6024.0,More than 1,A,Silver,95436
Male,Urban,Bachelor,5.7,1,6,,More than 1,A,Platinum,71376
Female,Rural,High School,16.08,1,2,3352.0,1,A,Platinum,31224
Female,Urban,High School,5.97,1,8,5520.0,More than 1,A,Platinum,100008
Female,Urban,Bachelor,8.01,1,2,3539.0,More than 1,A,Platinum,63168
Male,,High School,6.95,0,8,0.0,More than 1,B,Platinum,67188
Female,Rural,Others,8.77,1,5,0.0,More than 1,A,Platinum,95436
Male,Rural,Others,6.3,1,4,0.0,1,A,Platinum,42240
Male,Rural,High School,6.54,0,2,0.0,1,A,Silver,27804
Male,Rural,High School,6.89,1,5,4238.0,1,A,Platinum,33300
Male,,Bachelor,2.01,0,8,3449.0,More than 1,B,Gold,65076
Male,Urban,High School,6.85,1,3,6727.0,More than 1,A,Platinum,393780
Male,Urban,Bachelor,3.98,1,5,4693.0,1,B,Platinum,31284
Female,Urban,Bachelor,5.55,0,1,6002.0,1,A,Platinum,64740
Male,Urban,Bachelor,6.41,1,3,2011.0,More than 1,A,Platinum,376332
Male,Urban,Bachelor,7.39,1,6,5858.0,1,B,Silver,34608
Male,Urban,Others,3.71,1,3,5931.0,More than 1,B,Gold,61632
Male,Urban,High School,8.23,1,5,5753.0,1,A,Platinum,48456
Female,Urban,Bachelor,3.55,0,8,4861.0,More than 1,B,Silver,101076
Male,Urban,Bachelor,35.63,1,3,4454.0,More than 1,A,Platinum,384984
Male,Urban,High School,4.11,1,4,6350.0,More than 1,A,Platinum,261000
Male,Rural,Bachelor,3.28,1,0,0.0,More than 1,B,Silver,66276
Female,Rural,High School,7.18,1,4,0.0,More than 1,C,Gold,104316
Male,Urban,High School,9.34,1,1,5569.0,1,A,Platinum,30432
Female,Urban,Bachelor,3.4,1,5,5322.0,More than 1,B,Platinum,263172
Female,Urban,High School,8.42,1,0,5676.0,1,A,Platinum,31404
Male,Urban,High School,7.13,0,5,6737.0,More than 1,,Platinum,67908
Male,Urban,High School,9.31,1,8,0.0,1,,Gold,55764
Male,Urban,High School,64.39,1,5,5796.0,More than 1,A,Platinum,66732
Female,Rural,Bachelor,,1,2,0.0,1,A,Platinum,33768
Male,Urban,Bachelor,9.09,1,5,9540.0,More than 1,A,Platinum,67152
Male,Urban,High School,,0,5,0.0,1,A,Platinum,29592
Male,Urban,Bachelor,8.8,1,6,4020.0,More than 1,B,Platinum,64272
Female,Rural,High School,2.94,0,6,2508.0,1,A,Silver,28944
Female,Urban,High School,2.09,1,3,6411.0,More than 1,B,Silver,124380
Female,Urban,High School,,0,7,4076.0,More than 1,A,Platinum,67908
Female,Urban,High School,7.98,0,7,5075.0,1,A,Platinum,265584
Male,Urban,High School,7.03,1,5,2069.0,More than 1,A,Platinum,67560
Male,Urban,High School,2.88,0,8,3473.0,More than 1,A,Platinum,58620
Male,Rural,High School,7.88,1,7,4606.0,More than 1,,Silver,60240
Male,Rural,High School,9.7,1,0,2387.0,1,C,Platinum,32388
Male,Rural,Bachelor,26.59,1,6,0.0,1,B,Platinum,60900
Male,Urban,Bachelor,15.49,1,5,3877.0,More than 1,A,Silver,179016
Male,Rural,Bachelor,8.29,0,6,5586.0,1,A,Gold,36936
Female,Urban,Bachelor,6.04,1,7,5496.0,1,B,Silver,33708
Female,Urban,Bachelor,8.35,1,5,6149.0,More than 1,,Silver,88932
Male,Urban,Bachelor,9.23,1,2,8130.0,More than 1,A,Gold,63924
Male,Rural,Bachelor,5.54,1,7,0.0,More than 1,A,Silver,57648
Female,Rural,Bachelor,8.27,0,8,0.0,More than 1,A,Gold,91992
Male,Urban,Bachelor,7.84,0,1,4637.0,1,A,Platinum,64068
Male,Urban,High School,9.03,1,7,3921.0,More than 1,A,Silver,60876
Male,,High School,,0,2,0.0,More than 1,A,Silver,73392
Female,Urban,Bachelor,6.08,0,4,5045.0,1,A,Platinum,32280
Male,Rural,Bachelor,6.87,0,2,0.0,More than 1,,Gold,189708
Female,Urban,High School,2.5,0,2,6270.0,More than 1,A,Gold,344004
Female,Urban,Bachelor,96.23,1,3,6587.0,More than 1,C,Silver,70596
Female,Rural,High School,9.5,0,5,6869.0,More than 1,A,Platinum,60528
Female,Rural,High School,2.45,1,3,2025.0,More than 1,B,Silver,58656
Male,Urban,Others,8.7,0,4,6460.0,More than 1,A,Gold,356988
Male,Rural,High School,68.81,0,6,2079.0,1,C,Silver,60360
Male,Urban,High School,3.55,1,1,0.0,More than 1,A,Platinum,405660
Female,Urban,High School,7.29,0,1,,1,A,Platinum,99036
Male,Urban,High School,6.36,1,1,7175.0,1,A,Platinum,31644
Female,Rural,High School,9.08,0,7,0.0,More than 1,A,Gold,104964
Female,,High School,1.63,1,6,4716.0,1,A,Platinum,64440
Female,Urban,High School,2.19,1,6,,More than 1,B,Platinum,89388
Male,Rural,High School,88.59,1,4,5262.0,More than 1,A,Platinum,63180
Male,Urban,High School,3.37,1,7,6648.0,1,A,Silver,32508
Male,Urban,Bachelor,9.57,1,1,3242.0,1,C,Gold,38220
Female,Rural,Bachelor,5.33,1,4,2559.0,More than 1,A,Gold,114372
Male,Urban,High School,8.96,1,3,3220.0,More than 1,B,Platinum,57432
Male,Rural,Bachelor,,1,2,3320.0,More than 1,B,Silver,65256
Male,Rural,Others,5.87,1,5,0.0,1,A,Gold,29652
Female,Urban,High School,7.74,1,8,5115.0,1,B,Gold,40992
Male,Urban,Bachelor,5.8,1,8,4472.0,More than 1,,Platinum,108840
Male,Rural,Bachelor,23.37,0,2,2080.0,1,A,Platinum,30300
Female,Urban,Bachelor,62.59,0,1,5375.0,1,A,Silver,32736
Female,Urban,High School,6.66,1,5,4917.0,More than 1,A,Platinum,66528
Male,Rural,Bachelor,9.09,0,0,4771.0,1,A,Platinum,92916
Female,Urban,High School,8.73,1,3,4268.0,More than 1,A,Platinum,274908
Female,Urban,Others,9.2,0,7,4826.0,1,A,Gold,36072
Female,Urban,High School,5.61,1,7,12029.0,More than 1,A,Platinum,457716
Male,Urban,Bachelor,5.58,1,6,2390.0,1,B,Gold,69624
Male,,High School,7.82,1,7,4206.0,More than 1,B,Platinum,66492
Female,Urban,Bachelor,6.08,1,3,2235.0,1,,Platinum,61224
Male,Urban,High School,7.49,0,2,11531.0,1,A,Platinum,34224
Female,Rural,Others,6.69,0,3,0.0,1,B,Platinum,34440
Female,Rural,High School,4.14,0,6,3118.0,1,B,Silver,83220
Female,Rural,Bachelor,6.64,1,6,0.0,More than 1,B,Silver,106680
Female,Urban,High School,60.0,0,2,5371.0,More than 1,A,Platinum,91632
Male,Urban,High School,71.36,0,2,4812.0,More than 1,A,Gold,65808
Male,,Others,3.0,1,6,4139.0,More than 1,B,Silver,140424
Female,Rural,High School,8.98,1,7,2030.0,More than 1,B,Platinum,48732
Male,Urban,High School,5.42,0,7,4799.0,More than 1,A,Platinum,141660
Male,Rural,Bachelor,9.96,1,2,3156.0,More than 1,A,Platinum,73080
Female,Urban,High School,,0,8,2955.0,More than 1,A,Gold,60492
Male,Rural,High School,50.19,0,8,2420.0,More than 1,A,Silver,72648
Female,Urban,High School,5.24,1,5,4174.0,More than 1,A,Platinum,50232
Male,Rural,High School,7.62,1,0,0.0,1,C,Platinum,40080
Male,Rural,High School,5.66,1,4,0.0,1,A,Gold,36168
Male,Urban,High School,7.66,0,3,5562.0,1,A,Platinum,32136
Female,Urban,High School,9.34,1,4,0.0,More than 1,A,Platinum,109128
Male,Urban,Bachelor,8.54,0,0,0.0,More than 1,,Platinum,91932
Female,Urban,Bachelor,2.35,0,2,26104.0,1,A,Platinum,58500
Female,Urban,Bachelor,9.8,0,6,3928.0,More than 1,A,Gold,66552
Male,Rural,Bachelor,9.44,0,6,2578.0,More than 1,A,Platinum,48888
Female,Urban,High School,6.93,0,3,,More than 1,A,Platinum,46608
Female,Urban,High School,57.75,0,6,6722.0,1,A,Silver,35808
Male,Urban,Others,5.62,1,1,0.0,1,A,Gold,58044
Male,,High School,8.3,0,8,6883.0,More than 1,A,Silver,89448
Female,Urban,Bachelor,6.67,1,6,2356.0,More than 1,A,Silver,56928
Female,Urban,Bachelor,8.16,0,0,2132.0,More than 1,A,Platinum,135708
Male,Rural,Others,8.04,1,6,0.0,More than 1,A,Platinum,58128
Male,,Bachelor,5.69,1,2,2028.0,More than 1,A,Gold,100416
Male,Urban,High School,9.62,1,4,6211.0,1,A,Gold,39456
Female,Rural,Bachelor,58.6,1,6,2815.0,1,A,Platinum,105144
Female,Urban,High School,,0,5,0.0,More than 1,C,Gold,68988
Female,Urban,High School,23.86,1,5,5256.0,More than 1,A,Silver,96192
Male,Rural,Bachelor,9.56,1,8,0.0,More than 1,A,Gold,57432
Male,Urban,Bachelor,5.59,1,3,2006.0,More than 1,A,Gold,75216
Male,Urban,High School,2.34,0,7,4328.0,1,B,Silver,72372
Male,Urban,High School,4.57,1,5,7150.0,More than 1,B,Silver,467376
Male,Rural,Bachelor,9.32,1,5,3521.0,More than 1,B,Platinum,49260
Male,Urban,Bachelor,3.58,1,8,4103.0,1,A,Silver,28716
Male,Urban,Bachelor,,1,7,3577.0,More than 1,A,Silver,98184
Female,Urban,High School,7.04,1,7,7727.0,1,A,Platinum,48768
Female,Rural,Bachelor,8.96,1,5,4536.0,1,A,Gold,44208
Female,Urban,High School,9.01,1,8,4792.0,More than 1,A,Gold,66216
Male,Urban,High School,55.35,0,8,0.0,More than 1,A,Silver,112404
Male,Urban,Bachelor,87.14,1,2,5553.0,1,C,Gold,37008
Female,Urban,High School,41.69,1,3,3123.0,1,C,Gold,49260
Female,Urban,High School,8.1,1,7,10205.0,More than 1,A,Silver,94884
Female,Rural,High School,5.65,0,6,0.0,1,B,Platinum,61404
Female,,Others,3.77,1,6,4891.0,More than 1,A,Platinum,75660
